year,month,elecuse,elecuse_population,wateruse,wateruse_population
2007,1,566196.0,448820.0,2588.2699999999995,588373.3500000001
2007,2,458734.0,448832.0,2367.17,588373.3500000001
2007,3,372937.0,448512.0,2712.3900000000003,588373.3500000001
2007,4,315843.0,448082.0,2840.04,588373.3500000001
2007,5,424929.0,448483.0,2923.6400000000003,588373.3500000001
2007,6,546131.0,448545.0,2879.9500000000003,588373.3500000001
2007,7,725559.0,448889.0,3270.99,588373.3500000001
2007,8,869507.0,450156.0,4392.880000000001,588373.3500000001
2007,9,502391.0,448663.0,3279.1099999999997,588373.3500000001
2007,10,380030.0,450046.0,2935.279999999999,588373.3500000001
2007,11,319681.0,449612.0,2691.8899999999994,588373.3500000001
2007,12,480405.0,451257.0,2497.2900000000004,588373.3500000001
2008,1,593212.0,452002.0,2623.55,588201.9000000001
2008,2,438487.0,452115.0,2455.78,588201.9000000001
2008,3,424197.0,451723.0,2570.670000000001,588201.9000000001
2008,4,331511.0,451914.0,2730.1099999999997,588201.9000000001
2008,5,382594.0,451518.0,2950.33,588201.9000000001
2008,6,606997.0,452151.0,2957.87,588201.9000000001
2008,7,817673.0,452170.0,3741.4999999999995,588201.9000000001
2008,8,679946.0,452661.0,4180.700000000001,588201.9000000001
2008,9,493506.0,452374.0,3331.7299999999996,588201.9000000001
2008,10,329706.0,451826.0,3503.2999999999997,588201.9000000001
2008,11,329478.0,451762.0,2860.0199999999995,588201.9000000001
2008,12,569453.0,453205.0,2832.9700000000003,588201.9000000001
2009,1,592902.0,454533.0,2769.580000000001,588030.4500000002
2009,2,347141.0,454951.0,2526.35,588030.4500000002
2009,3,393295.0,454894.0,2724.5100000000007,588030.4500000002
2009,4,357047.0,455022.0,2666.3099999999995,588030.4500000002
2009,5,399069.0,454902.0,3010.4100000000008,588030.4500000002
2009,6,660598.0,454917.0,3963.3,588030.4500000002
2009,7,816059.0,455636.0,4285.3,588030.4500000002
2009,8,742747.0,456245.0,4029.3199999999997,588030.4500000002
2009,9,431714.0,456009.0,3102.6,588030.4500000002
2009,10,329127.0,456144.0,2829.48,588030.4500000002
2009,11,353582.0,456133.0,2845.650000000001,588030.4500000002
2009,12,580241.0,456957.0,2832.51,588030.4500000002
2010,1,593273.0,457496.0,3026.11,588631.5
2010,2,514768.0,456942.0,2494.4900000000002,588631.5
2010,3,447400.0,458590.0,2694.48,588631.5
2010,4,336384.0,457410.0,2875.27,588631.5
2010,5,418096.0,457136.0,3165.9,588631.5
2010,6,750742.0,457703.0,3348.2699999999995,588631.5
2010,7,846964.0,458364.0,3753.2400000000002,588631.5
2010,8,915977.0,459267.0,5022.190000000001,588631.5
2010,9,539834.0,458785.0,3634.8900000000003,588631.5
2010,10,361643.0,457770.0,3482.97,588631.5
2010,11,317460.0,457514.0,2894.150000000001,588631.5
2010,12,552067.0,457900.0,2623.7000000000003,588631.5
2011,1,616203.0,458389.0,2696.5800000000004,589666.5
2011,2,519032.0,458534.0,2772.1500000000005,589666.5
2011,3,404552.0,458282.0,2832.7,589666.5
2011,4,302239.0,457862.0,2956.629999999999,589666.5
2011,5,452468.0,457552.0,3149.89,589666.5
